Title,Subject,Description,Website,,,,
School-Proof your Dyslexic Child,,"A comprehensive and evidence-based guide to teaching dyslexic
children at home. The site includes plenty of practical advice, useful not
just for the parents of dyslexic children but for any parent (or
grandparent) whose children, schooled or otherwise, need help with the
basics of the three R's;. Home tutors and the parents of children with
school phobia /school refusal may also find the content useful.",http://www.dyslexics.org.uk,,,,
Equal People in Stoke,,Learning disability partnership board website,http://www.equalpeopleinstoke.org,,,,
FACE Recording and Measurement Systems,,"We develop assessment tools for use in health and social
care and have developed a package for use in services for people with
learning disabilities",http://www.facecode.com/paperld.html,,,,
Ideas sheets for Assistive Technologies,,"CENMAC have loads of ideas sheets for teachers and parents. These include using your communication devices, note takers, switches, switch acessible software, Clicker, Neos, Penfriend, symbols, specialised mice, IntelliKeys, cause and effect, spelling... you name it. If you're in a mainstream or special needs inclusive setting with adults or kids, looking at this site will save you a whole lot of time. Many thanks to Ann and Trish at CENMAC for sharing these resources.",http://www.cenmac.com/helpsheets/,,,,
Parking for Blue Badges,,"a web site built for the Association of London Governments (ALG). The ALG represent the 33 London Boroughs. and the above sites objective is to inform all Blue Badge Holders of the rules that apply in each of the London Boroughs, as they vary in where you can and can't park. People wishing to obtain a guide showing the parking bays in central London can purchase a guide on line.  If your organisation also want to resell these guides special rates can be offered.  Alternatively you might wish to add a leaflet that we produce into information packs you might supply.  These are available free of charge.",http://www.parkingforbluebadges.com/,,,,
Dyslexia Lessons,,"Affordable and enjoyable self-help lessons for children and adults with Dyslexia or
Dyspraxia to print and do at home.",http://www.dyslexia-lessons.com,,,,
Assistive Technology Forum,,A discussion list for Assistive Technology professionals.,http://www.jiscmail.ac.uk/lists/assistech.html,,,,
Disability Forum,,A discussion list for disabled students and their support staff.,http://www.jiscmail.ac.uk/lists/dis-forum.html,,,,
Information Technology Assist,,A discussion list for Assistive Technology providers in Higher Education institutions,http://www.jiscmail.ac.uk/lists/IT-ASSIST.html,,,,
The Foundation of People with Learning Disabilities,,"The Foundation’s forums offer more excellent and very popular subjects: Choice Forum, the UK Health and Learning Disability Network, PMLD (Profound and Multiple Learning Disabilities) Network, and Hidden Loves (same sex relationships). These different forums are an unending source of invaluable knowledge - have a look.",http://www.learningdisabilities.org.uk/information/have-your-say/,,,,
Biggy - Large mouse cursor,,"This download link takes you to BiggyLite - a selection of the larger commercially available Biggy.  Biggy helps you to take control of the mouse pointer - it makes it bigger, animated, left-handed, lockable... you name it.  Biggy is an excellent program, and this free trial will enable you to test it out and see if it meets your needs.","http://downloads.cnet.co.uk/0,39100210,39329560s,00.htm",,,,
Switch Access for Windows,,"A great FREE download from the ACE Centre. Switch Access to Windows (SAW) enables users to access Windows 95, 98, Me, 2000 and XP applications using one or two switches. The download includes extensive help files which include tutorials.",http://www.ace-centre.org.uk/index.cfm?pageid=2926A897-3048-7290-FED02B6A24887F44,,,,
Little Sheep Learning,,"Fun educational resources for everyone - books, games, flashcards and lots more! These resources are especially useful for children with special educational needs.",http://www.littlesheep-learning.co.uk,,,,
Moving On Up,,"Are you a young person aged 14-25, with a learning disability, going through
transition and from a black or minority ethnic community?? If you said yes
to all or any of these then the new website 'Moving On Up' may be just what
you are looking for!",http://www.movingonup.info/,,,,
Intellectual Disability and Health Information,,"This web-based learning resource is for medical and health care students and practitioners. Launched at the Houses of Parliament in February 2002, the site's main aim is to provide up-to-date information about the health needs of people with intellectual disabilities. The site covers a broad focus, and articles include subjects such as prevention and diagnosis, but also social care issues, family issues and perspectives and the perspectives of people with intellectual disabilities themselves. The website is used worldwide,which is why we use 'intellectual' disability or disabilities, terms which are increasingly recognised universally. In the UK the terms most commonly used are learning disability or learning difficulty. The site is run jointly by St George's, University of London and the Down's Syndrome Association.",http://www.intellectualdisability.info,,,,
AssistIT,,"Assist I.T. works in partnership with learning, teaching, training providers and public access centres to provide the best practice in inclusive learning through the use of assistive and adaptive technology.",http://www.assist-it.org.uk,,,,
Dickory Dock Designs,,"Dickory Dock design and manufacture a wide range of fabric educational resources to a high standard for use in schools. All of our own products are made in Holmfirth, West Yorkshire.",http://www.dickorydockdesigns.co.uk,,,,
Independent Living,,"An information website for elderly and disabled people, family carers, health and social care professionals.

We provide information on anything to do with mobility, care and living more independently",http://www.independentliving.co.uk/il-editorials/people-with-a-learning-disability/,,,,
